082184090510,杰克丹尼威士忌375ml,375ml,杰克丹尼,进口,瓶,,1,138,2017-07-10 19:09:09,None,None,None,None
084501446314,康元椰子奶油饼干200g,200g,康元,天津,包,,1,12.9,2017-07-10 19:09:09,None,None,None,None
084501814311,康元提子饼200g,200g,康元,天津,包,,1,12.9,2017-07-10 19:09:09,None,None,None,None
085000017449,大卫斯通加州霞多丽白葡萄酒750ml,750ml,大卫斯通,美国,瓶,,1,58,2017-07-10 19:09:09,None,None,None,None
085000017456,大卫斯通加州赤霞珠红葡萄酒750ml,750ml,大卫斯通,美国,瓶,,1,59,2017-07-10 19:09:09,None,None,None,None
096619032938,蜂蜜,,,,,,1,12,2017-07-10 19:09:09,None,None,None,None
096619723829,KIRLAND ALMONDS,1.13kg,其他,广州,瓶,,1,28,2017-07-10 19:09:09,None,None,None,None
096619767021,大米,None,None,None,None,,1,2,2017-07-10 19:09:09,None,None,None,None
1,大米,,默认,,默认,,1,10,2017-07-10 19:09:09,None,None,None,None
10,十,,默认,,默认,,1,10,2017-07-10 19:09:09,None,None,None,None
1001001,1001001cs,,爱鲜蜂,,,,1,9,2017-07-10 19:09:09,None,None,None,None
1001002,1001002,,爱鲜蜂,,,,1,19,2017-07-10 19:09:09,None,None,None,None
102378,102378cs,,,,,,1,0,2017-07-10 19:09:09,None,None,None,None
11,茶叶蛋,,默认,,默认,,1,1.5,2017-07-10 19:09:09,None,None,None,None
110210310,测试老板,,,,,,1,2,2017-07-10 19:09:09,None,None,None,None
1110001,1110001,,爱鲜蜂,,,,1,5,2017-07-10 19:09:09,None,None,None,None
1110002,1110002,,爱鲜蜂,,,,1,6.65,2017-07-10 19:09:09,None,None,None,None
11111111111,怡宝饮用纯净水24瓶装555ml,555ml,怡宝,,瓶,,1,2,2017-07-10 19:09:09,None,None,None,None
11199901,lc11199901,,爱鲜蜂,,,,1,5.69,2017-07-10 19:09:09,None,None,None,None
1147444444,简版6,,爱鲜蜂,,,,1,780,2017-07-10 19:09:09,None,None,None,None
1152346789,未知商品346789,,默认,,默认,,1,5,2017-07-10 19:09:09,None,None,None,None
12,小鹏,,默认,,默认,,1,4,2017-07-10 19:09:09,None,None,None,None
120,无条码商品,,,,默认,,1,10,2017-07-10 19:09:09,None,None,None,None
1201,lc1201,,爱鲜蜂,,,,1,2,2017-07-10 19:09:09,None,None,None,None
120130140,老板测试,,默认,,默认,,1,2,2017-07-10 19:09:09,None,None,None,None
